,0
drives,0.0017753927965677937
total_sessions,0.0004218977161620086
n_days_after_onboarding,-0.0003964051095000133
total_navigations_fav1,0.001326007572526119
total_navigations_fav2,0.0007225566369828804
driven_km_drives,-1.9022771505575278e-05
duration_minutes_drives,0.00010679467709510079
activity_days,-0.1028858181622794
km_per_driving_day,3.229530259700701e-05
professional_driver,-0.03448715857675381
device2,0.028118250093698532
